testype	name1	name2	ceiling1	floor1	ceiling2	floor2	meandate1	meandate2	acc1	acc2	alienacc1	alienacc2	spearman	spear1on2	spear2on1	loss	loss1on2	loss2on1
crossAB	SubjSFOther_randomA	Humor_randomB					1970.34	1989.82	0.915	0.815	0.435	0.505	0.0316222854684	0.0578473836031	0.00539718733379	0.395	0.31	0.48
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Humor_randomA					1970.695	1990.17	0.92	0.825	0.4	0.49	-0.0570826586907	-0.022846545264	-0.0913187721173	0.4275	0.335	0.52
self2	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossAB	SubjSFOther-Not-SF_randomA	SF-Not-SubjSFOther_randomB					1970.50510204	1987.695	0.908163265306	0.885	0.887755102041	0.85	1.60257297961	1.51660793453	1.68853802469	0.0277040816327	0.035	0.0204081632653
self1	SubjSFOther-Not-SF_randomA	SubjSFOther-Not-SF_randomB					1970.50510204	1970.6010101	0.908163265306	0.909090909091	0.913265306122	0.924242424242	1.67201304365	1.62622491464	1.71780117267	-0.0101267779839	-0.0151515151515	-0.00510204081633
crossBA	SubjSFOther-Not-SF_randomB	SF-Not-SubjSFOther_randomA					1970.6010101	1988.035	0.909090909091	0.88	0.828282828283	0.85	1.30439878735	1.28749842398	1.32129915071	0.055404040404	0.03	0.0808080808081
self2	SF-Not-SubjSFOther_randomA	SF-Not-SubjSFOther_randomB					1988.035	1987.695	0.88	0.885	0.91	0.91	1.35546920455	1.34752917826	1.36340923084	-0.0275	-0.025	-0.03
crossAB	SubjSFOther_randomA	Historical_randomB					1970.34	1985.725	0.915	0.765	0.425	0.48	-0.0471049678965	0.211134555829	-0.305344491622	0.3875	0.285	0.49
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Historical_randomA					1970.695	1985.69	0.92	0.76	0.38	0.485	-0.205196695514	0.182244695938	-0.592638086966	0.4075	0.275	0.54
self2	Historical_randomA	Historical_randomB					1985.69	1985.725	0.76	0.765	0.86	0.83	1.06525156132	0.948929396276	1.18157372636	-0.0825	-0.065	-0.1
crossAB	SubjSFOther_randomA	SubjDetective_randomB					1970.34	1978.355	0.915	0.915	0.505	0.495	0.191385715792	0.234770014974	0.14800141661	0.415	0.42	0.41
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	SubjDetective_randomA					1970.695	1978.085	0.92	0.875	0.48	0.52	0.152361599358	0.204827236632	0.0998959620851	0.3975	0.355	0.44
self2	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
crossAB	SubjSFOther_randomA	Domestic_randomB					1970.34	1994.69	0.915	0.72	0.385	0.45	-0.50418693207	-0.495161531944	-0.513212332196	0.4	0.27	0.53
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Domestic_randomA					1970.695	1994.725	0.92	0.715	0.405	0.435	-0.421571679645	-0.323230257874	-0.519913101417	0.3975	0.28	0.515
self2	Domestic_randomA	Domestic_randomB					1994.725	1994.69	0.715	0.72	0.805	0.83	1.09074914581	1.06065167343	1.12084661818	-0.1	-0.11	-0.09
crossAB	SubjSFOther-Not-Horror_randomA	Horror-Not-SubjSFOther_randomB					1968.875	1989.225	0.925	0.885	0.785	0.635	0.858497885604	0.85583369108	0.861162080128	0.195	0.25	0.14
self1	SubjSFOther-Not-Horror_randomA	SubjSFOther-Not-Horror_randomB					1968.875	1968.915	0.925	0.915	0.935	0.945	1.68061493423	1.75126674836	1.60996312011	-0.02	-0.03	-0.01
crossBA	SubjSFOther-Not-Horror_randomB	Horror-Not-SubjSFOther_randomA					1968.915	1989.165	0.915	0.88	0.77	0.74	1.02035164354	1.08334529064	0.957357996446	0.1425	0.14	0.145
self2	Horror-Not-SubjSFOther_randomA	Horror-Not-SubjSFOther_randomB					1989.165	1989.225	0.88	0.885	0.92	0.89	1.43303501813	1.46443458948	1.40163544679	-0.0225	-0.005	-0.04
crossAB	SubjSFOther_randomA	Christian_randomB					1970.34	1972.975	0.915	0.82	0.525	0.5	0.119361997511	-0.109264986533	0.347988981555	0.355	0.32	0.39
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Christian_randomA					1970.695	1972.54	0.92	0.87	0.49	0.47	0.0805335152276	-0.0543533193557	0.215420349811	0.415	0.4	0.43
self2	Christian_randomA	Christian_randomB					1972.54	1972.975	0.87	0.82	0.945	0.92	1.2218355415	1.14149792001	1.30217316299	-0.0875	-0.1	-0.075
crossAB	SubjSFOther_randomA	Juvenile_randomB					1970.34	1892.49	0.915	0.81	0.465	0.53	-0.0485220758474	0.0515644408347	-0.14860859253	0.365	0.28	0.45
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Juvenile_randomA					1970.695	1892.295	0.92	0.81	0.475	0.52	0.0244896858453	0.10266322462	-0.0536838529289	0.3675	0.29	0.445
self2	Juvenile_randomA	Juvenile_randomB					1892.295	1892.49	0.81	0.81	0.87	0.91	1.18767191376	1.17019167943	1.2051521481	-0.08	-0.1	-0.06
crossAB	SubjSFOther_randomA	Western_randomB					1970.34	1967.605	0.915	0.895	0.505	0.59	0.422190222942	0.566944575753	0.277435870131	0.3575	0.305	0.41
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Western_randomA					1970.695	1967.53	0.92	0.895	0.505	0.675	0.546350311331	0.68874308501	0.403957537653	0.3175	0.22	0.415
self2	Western_randomA	Western_randomB					1967.53	1967.605	0.895	0.895	0.925	0.95	1.70650913857	1.71768309724	1.69533517991	-0.0425	-0.055	-0.03
crossAB	SubjSFOther-Not-SubjJuvenile_randomA	SubjJuvenile-Not-SubjSFOther_randomB					1970.625	1910.515	0.895	0.805	0.485	0.515	-0.143224534422	-0.0921386525763	-0.194310416267	0.35	0.29	0.41
self1	SubjSFOther-Not-SubjJuvenile_randomA	SubjSFOther-Not-SubjJuvenile_randomB					1970.625	1970.625	0.895	0.925	0.885	0.94	1.52836514414	1.61336390666	1.44336638162	-0.0025	-0.015	0.01
crossBA	SubjSFOther-Not-SubjJuvenile_randomB	SubjJuvenile-Not-SubjSFOther_randomA					1970.625	1909.225	0.925	0.85	0.485	0.555	-0.0484799761808	0.0902101615023	-0.187170113864	0.3675	0.295	0.44
self2	SubjJuvenile-Not-SubjSFOther_randomA	SubjJuvenile-Not-SubjSFOther_randomB					1909.225	1910.515	0.85	0.805	0.93	0.855	1.7592623476	1.79437759184	1.72414710337	-0.065	-0.05	-0.08
crossAB	SubjSFOther_randomA	Political_randomB					1970.34	1988.25	0.915	0.785	0.6	0.505	0.407274204661	0.381830512567	0.432717896756	0.2975	0.28	0.315
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Political_randomA					1970.695	1988.255	0.92	0.785	0.785	0.525	0.441765364894	0.259329561175	0.624201168614	0.1975	0.26	0.135
self2	Political_randomA	Political_randomB					1988.255	1988.25	0.785	0.785	0.86	0.875	1.11304259133	1.08200069452	1.14408448814	-0.0825	-0.09	-0.075
crossAB	SubjSFOther-Not-Shortstories_randomA	Shortstories-Not-SubjSFOther_randomB					1969.71	1986.19	0.91	0.7	0.61	0.525	0.197136757762	0.170533859371	0.223739656152	0.2375	0.175	0.3
self1	SubjSFOther-Not-Shortstories_randomA	SubjSFOther-Not-Shortstories_randomB					1969.71	1969.94	0.91	0.905	0.93	0.935	1.92973899144	1.87959258349	1.9798853994	-0.025	-0.03	-0.02
crossBA	SubjSFOther-Not-Shortstories_randomB	Shortstories-Not-SubjSFOther_randomA					1969.94	1986.105	0.905	0.72	0.56	0.515	0.0691429265677	-0.0114637887402	0.149749641876	0.275	0.205	0.345
self2	Shortstories-Not-SubjSFOther_randomA	Shortstories-Not-SubjSFOther_randomB					1986.105	1986.19	0.72	0.7	0.81	0.795	0.629575843249	0.621985322985	0.637166363512	-0.0925	-0.095	-0.09
crossAB	SubjSFOther_randomA	Bildungsroman_randomB					1970.34	1977.27	0.915	0.695	0.41	0.5	-0.207141405764	-0.158157054653	-0.256125756874	0.35	0.195	0.505
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Bildungsroman_randomA					1970.695	1977.335	0.92	0.705	0.355	0.445	-0.314048796988	-0.189266202127	-0.438831391848	0.4125	0.26	0.565
self2	Bildungsroman_randomA	Bildungsroman_randomB					1977.335	1977.27	0.705	0.695	0.805	0.795	0.729741819614	0.68706144284	0.772422196389	-0.1	-0.1	-0.1
crossAB	SubjSFOther_randomA	Love_randomB					1970.34	1983.285	0.915	0.715	0.38	0.475	-0.214167284626	-0.211399546459	-0.216935022792	0.3875	0.24	0.535
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Love_randomA					1970.695	1982.71	0.92	0.715	0.435	0.49	-0.00522856433656	-0.0182469809791	0.00778985230596	0.355	0.225	0.485
self2	Love_randomA	Love_randomB					1982.71	1983.285	0.715	0.715	0.835	0.87	0.851039202468	0.90258029252	0.799498112416	-0.1375	-0.155	-0.12
crossAB	SubjSFOther_randomA	SubjHorror_randomB					1970.34	1976.405	0.915	0.91	0.75	0.635	0.819309336635	0.713620801789	0.924997871481	0.22	0.275	0.165
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	SubjHorror_randomA					1970.695	1976.405	0.92	0.91	0.685	0.63	0.685496929059	0.507392659246	0.863601198873	0.2575	0.28	0.235
self2	SubjHorror_randomA	SubjHorror_randomB					1976.405	1976.405	0.91	0.91	0.9	0.935	1.59976555578	1.62261474917	1.57691636238	-0.0075	-0.025	0.01
crossAB	SubjSFOther_randomA	War_randomB					1970.34	1970.515	0.915	0.85	0.46	0.535	0.258708192182	0.405762930923	0.11165345344	0.385	0.315	0.455
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	War_randomA					1970.695	1970.625	0.92	0.815	0.53	0.525	0.376204963331	0.441435804524	0.310974122139	0.34	0.29	0.39
self2	War_randomA	War_randomB					1970.625	1970.515	0.815	0.85	0.9	0.94	1.2261624368	1.2335920599	1.21873281369	-0.0875	-0.09	-0.085
crossAB	SubjSFOther_randomA	Mystery_randomB					1970.34	1981.17	0.915	0.835	0.515	0.5	0.183357351089	0.197386528839	0.16932817334	0.3675	0.335	0.4
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Mystery_randomA					1970.695	1981.645	0.92	0.82	0.465	0.475	0.117230556724	0.141903396843	0.0925577166052	0.4	0.345	0.455
self2	Mystery_randomA	Mystery_randomB					1981.645	1981.17	0.82	0.835	0.89	0.885	1.28390540267	1.3766992943	1.19111151105	-0.06	-0.05	-0.07
crossAB	SubjSFOther_randomA	Novel_randomB					1970.34	1981.81	0.915	0.55	0.57	0.53	0.233522661782	0.295739320445	0.171306003119	0.1825	0.02	0.345
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Novel_randomA					1970.695	1981.895	0.92	0.595	0.675	0.52	0.30310888278	0.24424254575	0.361975219811	0.16	0.075	0.245
self2	Novel_randomA	Novel_randomB					1981.895	1981.81	0.595	0.55	0.715	0.79	0.357723128542	0.187146815899	0.528299441185	-0.18	-0.24	-0.12
crossAB	SubjSFOther_randomA	Psychological_randomB					1970.34	1996.46	0.915	0.73	0.535	0.485	-0.0396731155144	-0.109621734532	0.0302755035033	0.3125	0.245	0.38
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	Psychological_randomA					1970.695	1996.435	0.92	0.725	0.505	0.46	0.157409485866	0.155586762284	0.159232209447	0.34	0.265	0.415
self2	Psychological_randomA	Psychological_randomB					1996.435	1996.46	0.725	0.73	0.805	0.82	0.704504438063	0.638968936862	0.770039939265	-0.085	-0.09	-0.08
crossAB	SubjSFOther-Not-SubjHumor_randomA	SubjHumor-Not-SubjSFOther_randomB					1969.81	1923.155	0.91	0.93	0.475	0.465	0.023157496158	0.0112537563929	0.035061235923	0.45	0.465	0.435
self1	SubjSFOther-Not-SubjHumor_randomA	SubjSFOther-Not-SubjHumor_randomB					1969.81	1969.99	0.91	0.91	0.915	0.935	1.54950328034	1.61249640868	1.486510152	-0.015	-0.025	-0.005
crossBA	SubjSFOther-Not-SubjHumor_randomB	SubjHumor-Not-SubjSFOther_randomA					1969.99	1923.96	0.91	0.935	0.48	0.505	0.161413606344	0.135093226774	0.187733985913	0.43	0.43	0.43
self2	SubjHumor-Not-SubjSFOther_randomA	SubjHumor-Not-SubjSFOther_randomB					1923.96	1923.155	0.935	0.93	0.93	0.94	1.8179492715	1.77731465804	1.85858388495	-0.0025	-0.01	0.005
crossAB	SubjSFOther_randomA	SubjFairytales_randomB					1970.34	1925.8989899	0.915	0.964646464646	0.5	0.520202020202	0.174074974244	0.035469017702	0.312680930786	0.429722222222	0.444444444444	0.415
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	SubjFairytales_randomA					1970.695	1924.03	0.92	0.96	0.49	0.515	-0.0499242805224	-0.127610885299	0.0277623242544	0.4375	0.445	0.43
self2	SubjFairytales_randomA	SubjFairytales_randomB					1924.03	1925.8989899	0.96	0.964646464646	0.975	0.969696969697	1.76169841702	1.77707449576	1.74632233828	-0.0100252525253	-0.00505050505051	-0.015
crossAB	SubjSFOther-Not-SubjShortstoriesAmerican_randomA	SubjShortstoriesAmerican-Not-SubjSFOther_randomB					1971.515	1968.41	0.895	0.805	0.68	0.54	0.411152566183	0.264135429343	0.558169703022	0.24	0.265	0.215
self1	SubjSFOther-Not-SubjShortstoriesAmerican_randomA	SubjSFOther-Not-SubjShortstoriesAmerican_randomB					1971.515	1971.245	0.895	0.91	0.925	0.955	1.64498496065	1.58142388144	1.70854603986	-0.0375	-0.045	-0.03
crossBA	SubjSFOther-Not-SubjShortstoriesAmerican_randomB	SubjShortstoriesAmerican-Not-SubjSFOther_randomA					1971.245	1968.695	0.91	0.8	0.62	0.505	0.243432921887	0.142062566842	0.344803276931	0.2925	0.295	0.29
self2	SubjShortstoriesAmerican-Not-SubjSFOther_randomA	SubjShortstoriesAmerican-Not-SubjSFOther_randomB					1968.695	1968.41	0.8	0.805	0.815	0.795	1.2025293502	1.25490815244	1.15015054796	-0.0025	0.01	-0.015
crossAB	SubjSFOther_randomA	SubjHistory_randomB					1970.34	1927.825	0.915	0.82	0.47	0.495	0.187118175855	0.242348147264	0.131888204445	0.385	0.325	0.445
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	SubjHistory_randomA					1970.695	1928.295	0.92	0.79	0.47	0.47	-0.0534526591915	0.199955895279	-0.306861213662	0.385	0.32	0.45
self2	SubjHistory_randomA	SubjHistory_randomB					1928.295	1927.825	0.79	0.82	0.85	0.885	1.24250779798	1.29148125477	1.1935343412	-0.0625	-0.065	-0.06
crossAB	SubjSFOther_randomA	SubjShortstoriesOther_randomB					1970.34	1974.32	0.915	0.78	0.46	0.48	-0.166545658184	-0.198306648059	-0.134784668308	0.3775	0.3	0.455
self1	SubjSFOther_randomA	SubjSFOther_randomB					1970.34	1970.695	0.915	0.92	0.92	0.94	1.77590417939	1.81155077269	1.74025758609	-0.0125	-0.02	-0.005
crossBA	SubjSFOther_randomB	SubjShortstoriesOther_randomA					1970.695	1974.585	0.92	0.78	0.385	0.45	-0.320061557667	-0.330387557674	-0.309735557661	0.4325	0.33	0.535
self2	SubjShortstoriesOther_randomA	SubjShortstoriesOther_randomB					1974.585	1974.32	0.78	0.78	0.825	0.82	1.21893698536	1.22771083363	1.21016313709	-0.0425	-0.04	-0.045
crossAB	SubjSFOther-Not-SubjSFAmerican_randomA	SubjSFAmerican-Not-SubjSFOther_randomB					1969.56842105	1981.4375	0.894736842105	0.901041666667	0.842105263158	0.859375	1.31340003139	1.44375151931	1.18304854346	0.047149122807	0.0416666666667	0.0526315789474
self1	SubjSFOther-Not-SubjSFAmerican_randomA	SubjSFOther-Not-SubjSFAmerican_randomB					1969.56842105	1969.65104167	0.894736842105	0.932291666667	0.9	0.953125	1.8135775079	1.81958367095	1.80757134485	-0.013048245614	-0.0208333333333	-0.00526315789474
crossBA	SubjSFOther-Not-SubjSFAmerican_randomB	SubjSFAmerican-Not-SubjSFOther_randomA					1969.65104167	1981.72164948	0.932291666667	0.912371134021	0.90625	0.871134020619	1.66494950486	1.66598949177	1.66390951796	0.0336393900344	0.0412371134021	0.0260416666667
self2	SubjSFAmerican-Not-SubjSFOther_randomA	SubjSFAmerican-Not-SubjSFOther_randomB					1981.72164948	1981.4375	0.912371134021	0.901041666667	0.89175257732	0.958333333333	1.53735351899	1.624591942	1.45011509598	-0.0183365549828	-0.0572916666667	0.020618556701
crossAB	SubjSFOther-Not-SubjFantasy_randomA	SubjFantasy-Not-SubjSFOther_randomB					1970.37	1982.855	0.905	0.89	0.77	0.725	0.833196799004	0.873441750217	0.792951847792	0.15	0.165	0.135
self1	SubjSFOther-Not-SubjFantasy_randomA	SubjSFOther-Not-SubjFantasy_randomB					1970.37	1970.07	0.905	0.925	0.91	0.945	1.59775950023	1.5604812524	1.63503774805	-0.0125	-0.02	-0.005
crossBA	SubjSFOther-Not-SubjFantasy_randomB	SubjFantasy-Not-SubjSFOther_randomA					1970.07	1983.67	0.925	0.875	0.84	0.69	0.946242116009	0.80497730717	1.08750692485	0.135	0.185	0.085
self2	SubjFantasy-Not-SubjSFOther_randomA	SubjFantasy-Not-SubjSFOther_randomB					1983.67	1982.855	0.875	0.89	0.87	0.915	1.35781917092	1.4046011613	1.31103718053	-0.01	-0.025	0.005
crossAB	Biographical_randomA	Suspense_randomB					1988.58	2003.055	0.805	0.835	0.405	0.405	-0.552712197976	-0.569262393623	-0.53616200233	0.415	0.43	0.4
self1	Biographical_randomA	Biographical_randomB					1988.58	1988.595	0.805	0.805	0.875	0.865	1.20062209035	1.13418233905	1.26706184164	-0.065	-0.06	-0.07
crossBA	Biographical_randomB	Suspense_randomA					1988.595	2003.12	0.805	0.81	0.46	0.42	-0.370174046412	-0.309964729737	-0.430383363086	0.3675	0.39	0.345
self2	Suspense_randomA	Suspense_randomB					2003.12	2003.055	0.81	0.835	0.895	0.92	1.48448913955	1.52148859958	1.44748967953	-0.085	-0.085	-0.085
crossAB	Biographical_randomA	Fantasy_randomB					1988.58	1995.81	0.805	0.865	0.57	0.665	0.505092687192	0.62275863042	0.387426743965	0.2175	0.2	0.235
self1	Biographical_randomA	Biographical_randomB					1988.58	1988.595	0.805	0.805	0.875	0.865	1.20062209035	1.13418233905	1.26706184164	-0.065	-0.06	-0.07
crossBA	Biographical_randomB	Fantasy_randomA					1988.595	1995.69	0.805	0.865	0.57	0.695	0.567946369881	0.635378399241	0.50051434052	0.2025	0.17	0.235
self2	Fantasy_randomA	Fantasy_randomB					1995.69	1995.81	0.865	0.865	0.92	0.94	1.42098926621	1.43357949264	1.40839903977	-0.065	-0.075	-0.055
crossAB	Biographical-Not-Adventure_randomA	Adventure-Not-Biographical_randomB					1989.225	1982.395	0.785	0.785	0.495	0.47	-0.102375367254	-0.223600938073	0.018850203564	0.3025	0.315	0.29
self1	Biographical-Not-Adventure_randomA	Biographical-Not-Adventure_randomB					1989.225	1988.505	0.785	0.82	0.87	0.9	1.19173699618	1.30438822503	1.07908576732	-0.0825	-0.08	-0.085
crossBA	Biographical-Not-Adventure_randomB	Adventure-Not-Biographical_randomA					1988.505	1982.635	0.82	0.775	0.505	0.535	0.0769258190443	0.060230230422	0.0936214076666	0.2775	0.24	0.315
self2	Adventure-Not-Biographical_randomA	Adventure-Not-Biographical_randomB					1982.635	1982.395	0.775	0.785	0.835	0.845	1.10280791935	1.22514574682	0.980470091881	-0.06	-0.06	-0.06
crossAB	Biographical_randomA	Humor_randomB					1988.58	1989.82	0.805	0.815	0.4	0.39	-0.503777236132	-0.40237767078	-0.605176801484	0.415	0.425	0.405
self1	Biographical_randomA	Biographical_randomB					1988.58	1988.595	0.805	0.805	0.875	0.865	1.20062209035	1.13418233905	1.26706184164	-0.065	-0.06	-0.07
crossBA	Biographical_randomB	Humor_randomA					1988.595	1990.17	0.805	0.825	0.46	0.395	-0.351013451492	-0.303848845114	-0.398178057869	0.3875	0.43	0.345
self2	Humor_randomA	Humor_randomB					1990.17	1989.82	0.825	0.815	0.875	0.88	1.33497624849	1.33336662748	1.33658586949	-0.0575	-0.065	-0.05
crossAB	Biographical_randomA	SF_randomB					1988.58	1987.275	0.805	0.9	0.44	0.415	-0.28852334098	-0.302091912994	-0.274954768966	0.425	0.485	0.365
self1	Biographical_randomA	Biographical_randomB					1988.58	1988.595	0.805	0.805	0.875	0.865	1.20062209035	1.13418233905	1.26706184164	-0.065	-0.06	-0.07
crossBA	Biographical_randomB	SF_randomA					1988.595	1987.39	0.805	0.885	0.45	0.43	-0.0850008950611	-0.0672066801506	-0.102795109972	0.405	0.455	0.355
self2	SF_randomA	SF_randomB					1987.39	1987.275	0.885	0.9	0.935	0.94	1.88016709537	1.86682414498	1.89351004576	-0.045	-0.04	-0.05
crossAB	Biographical-Not-Historical_randomA	Historical-Not-Biographical_randomB					1988.6	1985.79	0.84	0.805	0.725	0.72	0.678349266323	0.731596501372	0.625102031274	0.1	0.085	0.115
self1	Biographical-Not-Historical_randomA	Biographical-Not-Historical_randomB					1988.6	1988.57	0.84	0.835	0.905	0.88	1.34647321636	1.33445419855	1.35849223417	-0.055	-0.045	-0.065
crossBA	Biographical-Not-Historical_randomB	Historical-Not-Biographical_randomA					1988.57	1985.845	0.835	0.78	0.69	0.68	0.713884884087	0.716219905742	0.711549862432	0.1225	0.1	0.145
self2	Historical-Not-Biographical_randomA	Historical-Not-Biographical_randomB					1985.845	1985.79	0.78	0.805	0.855	0.84	1.06692400652	1.06280528541	1.07104272762	-0.055	-0.035	-0.075
crossAB	Biographical_randomA	SubjDetective_randomB					1988.58	1978.355	0.805	0.915	0.42	0.435	-0.250534528069	-0.172578937995	-0.328490118142	0.4325	0.48	0.385
self1	Biographical_randomA	Biographical_randomB					1988.58	1988.595	0.805	0.805	0.875	0.865	1.20062209035	1.13418233905	1.26706184164	-0.065	-0.06	-0.07
crossBA	Biographical_randomB	SubjDetective_randomA					1988.595	1978.085	0.805	0.875	0.47	0.44	-0.18894045388	-0.206709272166	-0.171171635594	0.385	0.435	0.335
self2	SubjDetective_randomA	SubjDetective_randomB					1978.085	1978.355	0.875	0.915	0.865	0.96	1.64382159825	1.66187100544	1.62577219105	-0.0175	-0.045	0.01
crossAB	Biographical_randomA	Domestic_randomB					1988.58	1994.69	0.805	0.72	0.44	0.425	-0.266628174987	-0.36606356239	-0.167192787585	0.33	0.295	0.365
self1	Biographical_randomA	Biographical_randomB					1988.58	1988.595	0.805	0.805	0.875	0.865	1.20062209035	1.13418233905	1.26706184164	-0.065	-0.06	-0.07
crossBA	Biographical_randomB	Domestic_randomA					1988.595	1994.725	0.805	0.715	0.455	0.44	-0.388818314964	-0.4189149004	-0.358721729528	0.3125	0.275	0.35
self2	Domestic_randomA	Domestic_randomB					1994.725	1994.69	0.715	0.72	0.805	0.83	1.09074914581	1.06065167343	1.12084661818	-0.1	-0.11	-0.09
crossAB	Biographical_randomA	Horror_randomB					1988.58	1989.3	0.805	0.905	0.465	0.495	0.0397306598329	0.0389366377817	0.040524681884	0.375	0.41	0.34
self1	Biographical_randomA	Biographical_randomB					1988.58	1988.595	0.805	0.805	0.875	0.865	1.20062209035	1.13418233905	1.26706184164	-0.065	-0.06	-0.07
crossBA	Biographical_randomB	Horror_randomA					1988.595	1991.42	0.805	0.85	0.465	0.525	0.15323015079	0.23770444513	0.0687558564505	0.3325	0.325	0.34
self2	Horror_randomA	Horror_randomB					1991.42	1989.3	0.85	0.905	0.88	0.95	1.3477431493	1.39662576079	1.29886053782	-0.0375	-0.045	-0.03
crossAB	Biographical-Not-Christian_randomA	Christian-Not-Biographical_randomB					1988.84	1973.675	0.8	0.85	0.54	0.57	0.156579587274	0.156661054406	0.156498120141	0.27	0.28	0.26
self1	Biographical-Not-Christian_randomA	Biographical-Not-Christian_randomB					1988.84	1988.31	0.8	0.865	0.875	0.915	1.11310086022	1.19533715313	1.03086456732	-0.0625	-0.05	-0.075
crossBA	Biographical-Not-Christian_randomB	Christian-Not-Biographical_randomA					1988.31	1973.355	0.865	0.86	0.51	0.54	0.190047472832	0.144608733502	0.235486212161	0.3375	0.32	0.355
self2	Christian-Not-Biographical_randomA	Christian-Not-Biographical_randomB					1973.355	1973.675	0.86	0.85	0.92	0.935	1.12740244128	1.11674476785	1.13806011471	-0.0725	-0.085	-0.06
crossAB	Biographical_randomA	Juvenile_randomB					1988.58	1892.49	0.805	0.81	0.495	0.385	-0.231225806273	-0.437586367746	-0.0248652448005	0.3675	0.425	0.31
self1	Biographical_randomA	Biographical_randomB					1988.58	1988.595	0.805	0.805	0.875	0.865	1.20062209035	1.13418233905	1.26706184164	-0.065	-0.06	-0.07
crossBA	Biographical_randomB	Juvenile_randomA					1988.595	1892.295	0.805	0.81	0.505	0.435	-0.127969195167	-0.337982025437	0.0820436351034	0.3375	0.375	0.3
self2	Juvenile_randomA	Juvenile_randomB					1892.295	1892.49	0.81	0.81	0.87	0.91	1.18767191376	1.17019167943	1.2051521481	-0.08	-0.1	-0.06
